key,0,1
15,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_000_024","车前会的预算金额会在每周<ResetTime>1203</ResetTime><Switch(TopLevelParameter(220))><Case(1)>周日</Case><Case(2)>周一</Case><Case(3)>周二</Case><Case(4)>周三</Case><Case(5)>周四</Case><Case(6)>周五</Case><Case(7)>周六</Case></Switch>的<If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点（地球时间）被重置。
如果本周已经停止接受出让，请在重置后再次进行。"
16,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_000_025","以及，如果出让道具时的金额超过预算，
超出部分的金额将不予支付，请多加注意。"
17,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_026","出让给我们的物资在决定用途之前
会暂时存放在车前会所。
在此期间可以进行返还……"
18,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_000_027","通过<Sheet(EObj,2009567,0)/>出让的道具，
可以从会所旁的<Sheet(EObj,2009568,0)/>处进行回购。"
19,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_000_028","不过和通常商店的回购一样，
一旦退出游戏或离开该区域，
将无法进行回购，请多加注意。"
20,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_100_028","另外，回购道具无法令消耗的周预算还原，
而且需要再次出让回购的金额后才能继续推进重建进度。"
21,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_000_029","并且回购时需付金额除出让时获得的礼金外，还需支付手续费。"
22,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_030","百货市场的建设工作已经有了一定的进展，
请你去拜访三叶，
确认一下发展进度！"
23,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_040","草原的敖龙族居然主动提出与我们进行贸易……
真是不可思议的缘分呢。
我们将继续建设百货市场！"
24,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_041","这就是现在多玛飞地的俯瞰图。"
25,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_050","请你去拜访三叶，
看看市场现在的样子吧！"
26,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_060","我听说海贼众之中也有很多多玛出身的人。
能像这样再次携手合作，也算得上是幸运了吧。
百货市场的建设工作还差一点就要完成了！"
27,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_061","这就是现在多玛飞地的俯瞰图。"
28,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_070","来吧，赶紧跟我一起去三叶那里！
她嘱咐过我一定要带你过去的！"
29,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_080","多亏了你的帮助，百货市场建设完成了！
接下来该准备建设生产制作的中心区域——匠人街了！"
30,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_081","这就是现在多玛飞地的俯瞰图。"
31,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_090","如果<Highlight>ObjectParameter(1)</Highlight>你有空的话，
能不能去找贯师傅聊聊？"
32,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_100","我们正在继续进行匠人街的建设工作。
真的好想早日完成工房的建设，
为工匠们提供大展身手的机会啊！"
33,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_101","这就是现在多玛飞地的俯瞰图。"
34,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_110","我们开始在匠人街建设捞纸工房了！
你要不要跟我一起去看看工房负责人兰师傅那里的情况啊？"
35,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_120","贯师傅的工房和兰师傅的工房……
不论哪个先建成，
大家都在朝着全体匠人街的竣工而努力！"
36,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_121","这就是现在多玛飞地的俯瞰图。"
37,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_130","多亏了你继续协助我们，
匠人街正在稳步发展着。
请你去跟贯师傅聊聊吧。"
38,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_140","因为匠人街的规模比百货市场要大，
开始起来就需要更多的物资，
<Highlight>ObjectParameter(1)</Highlight>是不是给你添加负担了？"
39,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_141","这就是现在多玛飞地的俯瞰图。"
40,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_150","来吧，你也来看看发展后的样子吧！
兰师傅应该就在会所后面，
你就去跟他聊聊吧！"
41,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_160","匠人街各个工房，建筑是快建设完成了！
接下来该着手组建最重要的工作区了！"
42,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_161","这就是现在多玛飞地的俯瞰图。"
43,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_170","你要不要去看看贯师傅他们在匠人街的工作情况？"
44,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_180","匠人街的重建工作也只剩下捞纸工房的建设了！
还请你再做出一些贡献！"
45,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_181","这就是现在多玛飞地的俯瞰图。"
46,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_190","难道你不想看看完成后的匠人街吗？
请你去拜访兰师傅吧！"
47,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_200","百货市场和匠人街……
车前会最初计划的区域都已经建设完成了，
但是贯师傅他们还打算做什么呢？"
48,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_201","这就是现在多玛飞地的俯瞰图。"
49,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_210","为了不给这个会所和这件法被抹黑，
我今后也会为了多玛飞地而粉身碎骨在所不惜！
等下一阶段的重建计划确立之后，还请你多多帮忙……"
50,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_000_210","接下来玩家可以继续出让道具，
但是在下一阶段的重建计划发表之前，城镇不会有进一步的发展。
请期待下一个版本来临！"
51,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_215","<Highlight>ObjectParameter(1)</Highlight>……
感谢你能过来。
不过你应该很忙的吧？"
52,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_216","我想肯定有人在等着你。
请你先去找那个人吧。
在此期间，这里就先由我们想办法管理多玛飞地了。"
53,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_000_217","想要推进今后的多玛飞地重建任务，
需要先完成主线任务“拂晓的少年”。"
54,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_220","<Highlight>ObjectParameter(1)</Highlight>！
欢迎你过来。"
55,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_221","就在前些日子，车前会决定了
今后多玛飞地重建计划的方针。
我正想着要告诉你呢。"
56,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_222","首先多亏了多玛飞地的人们互相协助，
散落在这个城镇的瓦砾已经基本清扫干净了。"
57,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_223","因此可利用的土地也变得广阔了，
今后将以那边为中心，
计划建设新的设施！"
58,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_224","只不过为此需要更多的物资……
今后也请你继续出让物资。"
59,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_225","还有最重要的下一个重建场所……"
60,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_IHASE_000_226","(-？？？？-)能让我来说几句吗？"
61,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_IHASE_000_227","(-农夫大汉-)你还记得我吗？
被征用到帝国河畔堡的时候，
是你和忍者小姐一起救了我。"
62,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_IHASE_000_228","(-农夫大汉-)那个时候我也没自我介绍，真是对不住了。
我叫岩濑，
是找车前会帮忙支援开垦农耕地的负责人。"
63,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_IHASE_000_229","如你所见，多玛是一个水资源丰富的国家，
所以周边有很多耕作稻田的村子。
多玛飞地有很多人都出身于这样的村子，我自己也是如此。"
64,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_IHASE_000_230","目前重建工作也有了进展，所以我这边有些空闲。
这样一来我们作为农夫，自然而然就想去种植水稻。
而延夏又是大陆数一数二的粮仓，想要重建必然少不了水稻种植。"
65,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_IHASE_000_231","所以我拜托了小樱，
将空闲的土地变成田地。"
66,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_IHASE_000_232","而且我还想让来帮忙的你去看看农耕地。
你能不能来趟西北边的大空地？"
67,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_233","……所以下一个计划重建的场地就是农耕地了！"
68,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_234","美味的大米作为商品具有很高的价值，
如果能对外贩卖的话，对于车前会来说也是好事。
我很期待能够开发完成！"
69,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_235","岩濑好像在等你，
请你去趟农耕地视察一下吧！"
70,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_240","岩濑好像在等你过去，
请你去趟农耕地视察一下吧！"
71,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_250","农夫们已经开始在农耕地里种植水稻了。
可是不光是建材，就连农具和肥料之类的东西，
都需要想办法去筹备呢！"
72,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_251","这就是现在多玛飞地的俯瞰图。"
73,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_260","<Highlight>ObjectParameter(1)</Highlight>，请你去找岩濑，
看看农耕地的情况吧！"
74,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_280","岩濑在农耕地等着你呢，
请你去看一眼水田的情况。"
75,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_290","针对农耕地的支援工作已经完成，
现在开始栗斋学堂的建设工作。
孩子们那有活力的欢笑声，真是让人感到鼓舞。"
76,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_291","这就是现在多玛飞地的俯瞰图。"
77,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_300","请你去栗斋学堂的水无月老师那里看看吧，
孩子们肯定会很高兴的。"
78,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_310","栗斋学堂现在还在建设中……
不过好像已经开始授课了。
水无月老师和孩子们都挺有干劲的呢。"
79,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_311","这就是现在多玛飞地的俯瞰图。"
80,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_320","<Highlight>ObjectParameter(1)</Highlight>，请你去看看栗斋学堂吧。
水无月老师在等着你呢。"
81,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_340","来吧，咱们一起去趟栗斋学堂吧！
水无月老师和孩子们都在等着咱们呢！"
82,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_350","多亏了你的援助，栗斋学堂已经完工了。
现在正在进行巡逻队驻所的建设工作。
如果你乐意的话，就去看看那里的情况吧！"
83,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_351","这就是现在多玛飞地的俯瞰图。"
84,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_360","<Highlight>ObjectParameter(1)</Highlight>，
请你去找巡逻队驻所的孟冬聊聊吧！"
85,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_370","巡逻队驻所的建设工作进行得很顺利。
负责管理的孟冬哥……
孟冬是一位十分可靠的人！"
86,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_371","这就是现在多玛飞地的俯瞰图。"
87,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_380","孟冬哥在等着咱们呢。
咱们一起去趟巡逻队驻所吧！"
88,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_390","巡逻队驻所已经完工了，这样一来城镇的安全就更有保障了！
现在基础设施基本已经建设完了，
目前正在拆除帝国的瞭望塔。"
89,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_391","这就是现在多玛飞地的俯瞰图。"
90,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_400","木匠石伏在瞭望塔那里。
请你去观看一下拆除作业吧！"
91,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_410","听说将帝国的瞭望塔拆除后，
将建设多玛式的瞭望塔。
完工后究竟会是什么样子呢，真是让人期待！"
92,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_411","这就是现在多玛飞地的俯瞰图。"
93,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_420","瞭望塔已经完工了。
请你近距离欣赏一下吧！
我想你还可以从石伏那里听取一下详情！"
94,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_430","我可是一直按照木匠团的吩咐，
在支援他们所需要的物资……
接下来要建设的设施会在哪里呢？"
95,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_431","这就是现在多玛飞地的俯瞰图。"
96,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_440","居然能在这多玛飞地建造庭园……
简直像是在做梦一样。
真的很期待庭园完成时的样子！"
97,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_441","这就是现在多玛飞地的俯瞰图。"
98,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_450","<Highlight>ObjectParameter(1)</Highlight>，
咱们一起前往无二庭园吧！
当药在等着咱们呢！"
99,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_460","多亏了你的援助，此次的重建计划已经基本完成。
今后为了将多玛飞地建设得更加繁华，
请你把不要的东西继续出让给我们。"
100,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_000_461","今后虽然城镇不会发展，
但仍可继续出让不超过周预算额的物品。"
101,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_SYSTEM_000_462","另外因为完成了飞地的重建计划，
车前会买入出让物品时的预算额进一步提升了。
今后请继续帮助多玛飞地！"
102,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_236",""
103,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_270",""
104,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_271",""
105,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_330",""
106,"TEXT_CTSDOMRECONEVENTKOZAKURA_00486_KOZAKURA_000_331",""
