key,0,1,2,3,4,5
#,Name,Icon,Icon{DutyFinder},,,
int32,str,Image,Image,byte,byte,byte
0,"",0,0,0,0,0
1,"随机任务",61807,0,0,0,0
2,"迷宫挑战",61801,60831,1,1,199
3,"行会令",61803,60833,2,2,204
4,"讨伐歼灭战",61804,60834,1,3,201
5,"大型任务",61802,60832,1,4,200
6,"对战",61806,60836,1,5,0
7,"任务战斗",61805,60835,0,0,0
8,"危命任务",61809,0,0,0,0
9,"寻宝",61808,60838,0,0,0
10,"理符任务",61811,0,0,0,0
11,"大国防联军",61812,0,0,0,0
12,"搭档",61813,0,0,0,0
13,"蛮族任务",61814,0,0,0,0
14,"完成情况",61810,0,0,0,0
15,"最优队员",61817,0,0,0,0
16,"大地使者",61815,0,0,0,0
17,"能工巧匠",61816,0,0,0,0
18,"雇员",61818,0,0,0,0
19,"金碟游乐场",61820,60848,1,0,0
20,"",61823,60846,0,0,0
21,"深层迷宫",61824,60847,0,0,202
22,"",61801,60831,0,0,0
23,"",61821,61821,2,0,0
24,"天书奇谈",61825,0,0,0,0
25,"老主顾交易",61827,0,0,0,0
26,"优雷卡",61833,60851,0,0,203
27,"",61836,60853,0,0,0
28,"绝境战",61832,60855,1,6,200
