key,0,1,2,3,4,5,6,7,8,9,10,11
#,PopRange,TerritoryType,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene,Name,Question
int32,Level,TerritoryType,DefaultTalk,DefaultTalk,DefaultTalk,WarpCondition,WarpLogic,Cutscene,Cutscene,bit&01,str,str
131072,0,0,0,0,0,1,1,0,0,False,"",""
131073,2040811,148,0,0,0,2,2,0,0,False,"",""
131074,3884000,204,590352,590353,0,3,1,0,0,False,"","要进入神勇队司令室吗？"
131075,3884182,132,0,0,0,1,1,0,0,False,"","要离开神勇队司令室吗？"
131076,3878860,133,0,0,0,1,1,0,0,False,"","要离开芙蓉圆桌吗？"
131077,1381039,152,590354,590355,0,4,1,0,0,False,"前往花蜜栈桥","要乘船前往花蜜栈桥吗？"
131078,1381038,133,590356,590259,0,4,1,0,0,False,"","要乘船前往格里达尼亚旧街吗？"
131079,4124796,177,0,0,0,5,3,0,0,False,"",""
131080,1359058,179,0,0,0,5,4,0,0,False,"",""
131081,4124801,178,0,0,0,5,5,0,0,False,"",""
131082,4125264,128,0,0,0,1,1,0,0,False,"","要离开吗？"
131083,2232680,132,0,0,0,1,1,0,0,False,"","要离开吗？"
131084,4125288,130,0,0,0,1,1,0,0,False,"","要离开吗？"
131085,4107979,131,0,0,0,1,1,0,0,False,"","要离开银胄团总长室吗？"
131086,4143657,140,590441,590620,590448,6,1,0,0,False,"","要乘船前往月牙湾吗？
交通费为40金币。"
131087,4143677,140,590442,590621,590449,6,1,0,0,False,"","要乘船前往白银集市吗？
交通费为40金币。"
131088,4107477,212,0,590450,0,7,1,0,0,False,"","要进入沙之家吗？"
131089,4132388,140,0,0,0,1,1,0,0,False,"","要离开沙之家吗？"
131090,4148347,212,0,590564,0,21,1,0,0,False,"","要进入拂晓之间吗？"
131091,4148350,212,0,0,0,1,1,0,0,False,"","要离开拂晓之间吗？"
131092,4158063,128,0,0,0,1,1,0,0,False,"4层：利姆萨·罗敏萨飞艇坪","要前往4层的利姆萨·罗敏萨飞艇坪吗？"
131093,4158069,128,0,0,0,1,1,0,0,False,"2层：沉溺海豚亭","要前往2层的沉溺海豚亭吗？"
131094,4161445,129,0,0,0,1,1,0,0,False,"1层：工事大厅","要前往1层的工事大厅吗？"
131095,4164411,130,0,0,0,1,1,0,0,False,"4层：乌尔达哈飞艇坪","要前往4层的乌尔达哈飞艇坪吗？"
131096,4164414,131,0,0,0,1,1,0,0,False,"2层：政府层","要前往2层的政府层吗？"
131097,4164413,130,0,0,0,1,1,0,0,False,"1层：红玉大路国际市场","要前往1层的红玉大路国际市场吗？"
131098,4087066,210,590451,590452,0,8,1,0,0,False,"","要进入银胄团总长室吗？"
131099,4165046,146,590611,0,0,1,1,0,0,False,"","要进入有关区域吗？"
131100,4165037,145,590610,0,0,1,1,0,0,False,"","要从水边离开吗？"
131101,4103382,132,0,590530,590453,9,1,227,232,True,"前往格里达尼亚","要前往格里达尼亚吗？
交通费为120金币。"
131102,4103399,128,0,590530,590453,9,1,227,230,True,"前往利姆萨·罗敏萨","要前往利姆萨·罗敏萨吗？
交通费为120金币。"
131103,4103339,130,0,589916,590454,9,1,231,228,True,"前往乌尔达哈","要前往乌尔达哈吗？
交通费为120金币。"
131104,4103399,128,0,589916,590454,9,1,231,230,True,"前往利姆萨·罗敏萨","要前往利姆萨·罗敏萨吗？
交通费为120金币。"
131105,4103339,130,0,590531,590455,9,1,229,228,True,"前往乌尔达哈","要前往乌尔达哈吗？
交通费为120金币。"
131106,4103382,132,0,590531,590455,9,1,229,232,True,"前往格里达尼亚","要前往格里达尼亚吗？
交通费为120金币。"
131107,4165398,129,0,591076,590456,10,1,235,234,True,"","要前往利姆萨·罗敏萨吗？
交通费为80金币。"
131108,4165376,140,0,591077,590457,10,1,233,236,True,"","要前往黄昏湾吗？
交通费为80金币。"
131109,4165794,138,590514,590515,590622,11,1,0,0,False,"前往小麦酒港","要前往小麦酒港吗？
交通费为40金币。"
131110,4165749,129,590516,590517,590623,11,1,0,0,False,"前往利姆萨·罗敏萨","要前往利姆萨·罗敏萨吗？
交通费为40金币。"
131111,4165755,137,590518,590519,590624,12,1,0,0,False,"前往太阳海岸","要前往太阳海岸吗？
交通费为40金币。"
131112,4165749,129,590520,590521,590625,12,1,0,0,False,"前往利姆萨·罗敏萨","要前往利姆萨·罗敏萨吗？
交通费为40金币。"
131113,4165801,139,590510,0,590511,13,1,0,0,False,"前往吉吉卢恩交易站","要前往吉吉卢恩交易站吗？
交通费为40金币。"
131114,4165797,139,590512,0,590513,13,1,0,0,False,"前往梅梅卢恩交易站","要前往梅梅卢恩交易站吗？
交通费为40金币。"
131115,4165794,138,590522,590626,590628,14,1,0,0,False,"前往小麦酒港","要前往小麦酒港吗？
交通费为40金币。"
131116,4165877,135,590523,590627,590629,14,1,0,0,False,"前往守炬埠头","要前往守炬埠头吗？
交通费为40金币。"
131117,1317627,148,590524,590525,0,15,1,0,0,False,"从白狼门离开","要走出白狼门吗？"
131118,1317561,132,590529,590526,0,15,1,0,0,False,"","要进入格里达尼亚吗？"
131119,4165759,137,590527,0,590630,16,1,0,0,False,"前往接雨草树林","要前往接雨草树林吗？
交通费为40金币。"
131120,4165758,137,590528,0,590631,16,1,0,0,False,"前往隐秘瀑布","要前往隐秘瀑布吗？
交通费为40金币。"
131121,3877982,205,590535,590536,0,19,1,0,0,False,"前往芙蓉圆桌","要前往芙蓉圆桌吗？"
131122,4146949,198,590563,0,0,20,1,0,0,False,"前往提督室","要前往提督室吗？"
131123,4169071,129,0,0,0,1,1,0,0,False,"","要离开提督室吗？"
131124,4190590,134,0,0,0,2,2,0,0,False,"",""
131125,4189532,141,0,0,0,2,2,0,0,False,"",""
131126,4165939,146,590603,0,0,1,1,0,0,False,"","要前往牛魔里程吗？"
131127,4165935,146,590604,0,0,1,1,0,0,False,"","要前往纳尔神祠吗？"
131128,4103339,130,590607,0,0,1,1,0,0,False,"","要返回休息厅吗？"
131129,4103382,132,590608,0,0,1,1,0,0,False,"","要返回休息厅吗？"
131130,4103399,128,590609,0,0,1,1,0,0,False,"","要返回休息厅吗？"
131131,4264415,250,590632,0,0,1,1,0,0,False,"前往狼狱水上竞技场","要前往狼狱水上竞技场吗？"
131132,4264426,135,590633,0,0,1,1,0,0,False,"前往莫拉比造船厂","要前往莫拉比造船厂吗？"
131133,4165794,138,590634,0,0,1,1,0,0,False,"前往小麦酒港","要前往小麦酒港吗？"
131134,4264587,138,590635,590636,590637,22,1,0,0,False,"前往幻影群岛","要前往幻影群岛吗？
交通费为40金币。"
131135,4165794,138,0,0,0,1,1,0,0,False,"前往小麦酒港","要前往小麦酒港吗？"
131136,4264605,138,590638,590639,590640,23,1,0,0,False,"前往海蛇巢穴","要前往海蛇巢穴吗？
交通费为40金币。"
131137,4321669,156,0,0,0,1,1,0,0,False,"","要离开秘密工房吗？"
131138,4102803,132,590843,0,0,1,1,0,0,False,"","要前往格里达尼亚吗？"
131139,4332112,137,0,0,0,1,1,0,0,False,"","要退出“巴哈姆特大迷宫邂逅之章”吗？"
