key,0,1,2,3,4,5,6
#,Number,Icon,Image,Rarity,NameJP,Name,Description
int32,byte,Image,Image,byte,str,str,str
0,0,0,0,0,"","",""
1,1,72601,72501,1,"バイシャーエン・ウルガッシュ","白沙恩·乌尔嘉失","54岁。硌狮族。出生于旧博兹雅王都博兹雅。
博兹雅义军的领导者。

立志从加雷马帝国手中解放博兹雅管区，使其恢复国家主权。

从医学总院毕业后被帝国军征为军医，在获得诸多功勋之后，成为了帝国名誉市民。然而在一次远征镇压叛乱的途中，发生了博兹雅堡垒蒸发事件，他的妻儿因此而丧命。
自那之后，他很快就和理念相同的同伴一起抛弃了帝国，逃离军队后参加了潜伏在地下的抵抗组织。

从军之际，他曾一度认为这样的人生也不错，但在事件发生后，他彻底转变了想法，对帝国的憎恨无人能及。
但是，理智的白沙恩一直在极力抑制这种负面情感，他以史为鉴，深知让情感支配行动只会造成更多的悲剧。

重现了女王之刃（义军武器）、使女王的亲卫队重获新生的白沙恩为了将第四军团驱逐出博兹雅，终于拉开了反击的序幕。
"
2,2,72602,72502,1,"マルシャーク・アペッラ","马尔夏克·亚佩拉","42岁。硌狮族。出生于博兹雅管区博兹雅堡垒。
博兹雅义军的一员。

作为白沙恩的左膀右臂大显身手。
父母和兄弟在博兹雅堡垒蒸发事件中丧生时，他还是一名帝国兵。事后，他离开军队加入了抵抗组织。
他尊白沙恩为师，负责义军的资金物资筹措、人才培育等工作。特别是在对外联络方面，例如和多玛的飞燕、东阿尔迪纳德商会交涉的时候，他都表现出了应有的才能。由于性格温厚，他身为联络中间人广受信赖。

虽然憎恨帝国，但他作为行省市民长大，也对帝国抱有十分复杂的感情。因此，他的处事原则就是绝不将国家和人民混为一谈。从某种意义上来说，他也是一个老好人，说话时柔和的语调常常能令他人卸下心防。
作为一名战士，周围人对他的评价也很高。毕竟他是得到了罗斯提克真传的绝枪战士。性格温厚、值得信赖，以保护他人为己任，这就是马尔夏克。
"
3,3,72603,72503,1,"ゼヴェン・スヴァナシュ","泽文·斯瓦楠失","47岁。硌狮族。
博兹雅义军的一员。新生女王之刃中的一人。

出生地不明。泽文被认为是博兹雅人，但没有一个人知道他的过去。他本人也不喜欢提及自己的过去，但从少量情报中可知他曾为了追求魔法的极致而辗转各地。南至萨维奈，东至远东之国，北至加雷马帝国首都……他的足迹可谓是遍布了全世界。
他想要成为魔术师的契机就发生在他到访艾欧泽亚的时候。为了拯救身患不治之症的母亲，他和父亲两人动身前往了格里达尼亚。遗憾的是，治愈方法一无所获，母亲也在他们奔走时去世了。母亲的病因加雷马帝国侵占博兹雅而生，丧母之痛足以让他那幼小的心灵萌生对帝国的憎恨和复仇的欲望。
在旅行途中，泽文见识到了各种魔法，他决定将那些知识都带回博兹雅，想通过自学魔法为解放博兹雅贡献出自己的力量。
泽文将在各地习得的魔法融合成独特的魔法体系，但他从不把这些知识授予他人。因为这些魔法以破坏为主，如果使用者心术不正，很有可能酿成灾难。
泽文在不知不觉中成为了一个独一无二的魔术师，士兵们对他敬畏有加，甚至把他当作军神一样崇拜。
他并不害怕战死沙场。不如说他期盼着死亡。他曾在达尔马斯卡的大迷宫遇到过一个诡异的异国魔术师，那个魔术师预言了他的未来。虽然听不懂异国的语言，但他还是明白了其中的意思。待博兹雅燃起解放的狼烟之时，泽文的死期亦将到来。如今，南方博兹雅战线上战火正燃，他无需畏惧，只需要作为一把利剑，作为新生女王之刃战至死亡即可。因此，泽文并不害怕死亡。
而那个预言，如今似乎即将成真……
"
4,4,72604,72504,2,"イソルデ・コヴィー","伊索尔德·科维","26岁。人族。出生于达尔马斯卡管区雷蒙德。
博兹雅义军的一员。新生女王之刃中的一人。

纯正的博兹雅人。她的父母是逃到了达尔马斯卡的博兹雅难民，在达尔马斯卡沦为帝国行省之后，他们拒绝了帝国发布的博兹雅难民归国政策，移居到了雷蒙德。伊索尔德以行省市民的身份出生，也接受了帝国式的教育，但她却更加喜欢博兹雅的歌舞。博兹雅歌曲的最大特点就是极快的节奏和高昂的旋律。歌词以平民生活和大自然为基调，大部分都是有关恋爱的乐曲。在弦乐器和打击乐器的共同演奏之下，舞者要一边唱歌一边跳出激烈的舞步。伊索尔德从小就很憧憬他们，并希望自己有朝一日能够成为下一代舞者。博兹雅舞蹈的另一个特点就是把弓这种武器当作乐器来使用。舞者会用弓弦演奏出动人音色，或是用手指弹奏弓弦，像打击乐器一样制造节奏。这样做是为了向辗转博兹雅各地狩猎的祖先们致敬，因此所有的舞者都是用弓的好手。
回到博兹雅并参加了抵抗组织的伊索尔德在转瞬之间就作为弓箭手而大有所为。

但是，她心中依旧充满了对平民生活和大自然深刻的理解和热爱。在她看来，博兹雅人民和帝国人民是一样的。“希望和平早日降临博兹雅和帝国”正是她的口头禅。
"
5,5,72605,72505,1,"スタニック・アルボフ","斯塔尼克·亚柳波芙","36岁。硌狮族。出生于博兹雅管区博兹雅堡垒。
博兹雅义军的一员。新生女王之刃中的一人。

斯塔尼克自幼便憧憬着英雄。
许多博兹雅人虽然拥有行省市民的身份，但却过着非常贫困的生活。斯塔尼克的父母经营着杂货铺，每天起早贪黑只为了让一家三口能吃上饭。苦于贫困没钱上学的博兹雅人随处可见。斯塔尼克为了赚钱，从看孩子到擦鞋，什么都肯干，但他从未偷抢，双手始终干干净净。这是因为父母一直教育他即使穷困潦倒，也绝不能走上歪路。
15岁时，斯塔尼克接受了帝国军队的征兵检查，成为了一名帝国兵。这并不是因为他想要成为英雄，而是因为自己从军可以给父母减少一些生活负担。
尽管薪水微薄，他仍会给父母寄去生活费，虽然无法做到每次都寄，但这对他来说已经是足以让他挺起胸膛的“英雄行为”了。而父母的来信则是他们还活着的证明，也是斯塔尼克唯一的心灵慰藉。

博兹雅堡垒蒸发事件发生时，斯塔尼克正在远离博兹雅的地方执行任务。5天后，他收到了父母的信，而信上的日期是事件发生的前一天……
"
6,6,72606,72506,3,"ブラズ・アゼティナ","布拉兹·亚泽缇娜","25岁。硌狮族。出生于多玛。
博兹雅义军的一员。新生女王之刃中的一人。

网罗拳术、剑术、柔术、枪术等诸般武术传承的“翠青门”的直系武士。
翠青门从不允许门徒参加抵抗组织。他们认为精进武术是对自己灵魂的磨练，绝非解决纷争的工具。但是每当博兹雅发生起义时，都会有一些无法抑制自己对帝国的不满和憎恨的门徒加入抵抗组织。翠青门只好将他们逐出师门以避免与帝国直接对立。
布拉兹的父亲是翠青门嫡系成员中排行最小的孩子，但却打破门规，参加了起义。起义以失败告终，他只好离开博兹雅，逃往多玛。他在那里遇到了布拉兹的母亲，于是布拉兹便诞生了。布拉兹拜入了剑术名门，继承自父亲的才能也在此开花结果，年纪轻轻就达到了最高水平。在飞燕回归时，他为了报答多玛，参加了解放战争。成功解放多玛后，他也因为使命完成而遁入了空门，但在听说东方联盟和博兹雅要揭竿而起时，他还是决定回到故乡。
恰逢此时翠青门更换门主，他们也转变了想法，决定要为博兹雅的复兴尽一份力。布拉兹不仅获准回到翠青门，还被门主邀请担任剑术老师，但他拒绝了这一请求，加入了抵抗组织。他发誓要继承亡父的遗志，让博兹雅获得独立并再度繁荣昌盛。
"
7,7,72607,72507,3,"ヴェリボル・アゼティナ","韦利博尔·亚泽缇娜","24岁。硌狮族。出生于博兹雅管区泽缇纳庄。
博兹雅义军的一员。新生女王之刃中的一人。

网罗拳术、剑术、柔术、枪术等诸般武术传承的“翠青门”的直系骑士。布拉兹的从堂兄弟。

翠青门有着二百多年的历史，是个以武艺著称的名门大派。在加雷马帝国入侵时，为了保护小国博兹雅，众多门徒参战牺牲。当时的第四军团军团长巴修·范·伽布拉斯是个惜才之人，他和翠青门约定，只要肯向帝国效忠就可以得到帝国的庇护。门主为表忠诚，献出了自己的首级，使一族避免了灭门之灾。
代理家主是韦利博尔的祖母，她一直严格遵守着和伽布拉斯的约定。博兹雅被帝国占领后时有起义发生，也有部分门徒加入其中，而她为了不危及一族将他们逐出了族门。祖母将死之时，给新的家主——韦利博尔的父亲留下了最后的话语：“我自始至终都遵守着和伽布拉斯的约定。这是你父亲的愿望，也是他对我们的保护和深沉的爱。但是，你要坦诚地活下去，时代也该改变了……”

韦利博尔和回到翠青门的布拉兹一见如故，两人初见之时的情景他到现在依然记得。韦利博尔觉得他们二人不仅是志同道合的同门弟子，更是拥有相同灵魂的亲兄弟。虽然相处短暂，但他们通过切磋钻研掌握了新的战斗技巧。在博兹雅再度起义时，翠青门正式加入了抵抗组织。韦利博尔也将会一直挥舞手中的大剑，直至达成自己的使命。
"
8,8,72608,72508,1,"アギー・グローヴァー","阿姬·格洛弗","17岁。人族。出生于博兹雅管区玛特尔维。
博兹雅义军的一员。新生女王之刃中的一人。

网罗拳术、剑术、柔术、枪术等诸般武术传承的“翠青门”的拳术师。

阿姬既不知父母是谁，也不知自己的本名。在某个寒冷的冬日，一个帝国福利局职员救起了险些冻死的她，并为她起了“阿姬”这个名字。
博兹雅的港口城市玛特尔维是一个有着20万人口的古都，由于许多劳动者从各地前来谋生，也是人员复杂的城市。在这里，流浪者和孤儿随处可见。有些孤儿是由于战争、疾病失去了亲人，还有一些则是父母因涉嫌某些事件而被当局抓了起来。无论是何原因，很多孤儿只能选择在下水道等地下设施里相依为命。阿姬也是这些“下水道儿童”之一。
她是在5岁时被救助的，此前的记录一片空白，她对父母也毫无印象。据说她当时连话都不会说。
福利局将她送到了武艺名门翠青门。在那里，阿姬很快就学会了读书写字，而且在和同门弟子训练的过程中，她的实力也在以惊人的速度成长着。在被救助的时候，阿姬的双眼就像死人一样暗淡无光、毫无生气，宛如一具行尸走肉。但如今，她那阳光开朗的性格已经足以带动全族的气氛了。
在同门弟子中，阿姬尤其和布拉兹、韦利博尔这两人意气相投，为了不输给他们，她每日都在努力锻炼拳术。不知是因为才气过人还是努力得到了回报，她在16岁时拳术就已经登峰造极。
抵抗组织中的气氛时常会变得消沉苦闷，但阿姬总能让这些阴云消散。她成为了大家的偶像。阿姬被选为新生女王之刃的一员时，布拉兹和韦利博尔都由衷地为她感到高兴，可阿姬感觉白沙恩只是出于政治顾虑才这样做的。但是，她从不会把消极的心情表露出来。直至今日，她也总是慰问受伤的士兵们，希望能用自己开朗的笑容让大家早日恢复精神。
她最喜欢吃的是软果糕，那是一种与棉花糖口感相似的甜点。阿姬唯一的儿时记忆，就是在下水道生活时吃过的软果糕的味道。
"
9,10,72610,72510,3,"エルネイス・ピル・ロングス","艾尔内斯·皮尔·隆古斯","24岁。人族。出生于兰蒂斯州蒙法尔科内。
加雷马帝国第四军团“魔兽大队”的传令官。

因憧憬兽王莱昂而加入魔兽大队的年轻人。莱昂经常根据战况实时改变自己的作战方案，而且他提出的战术都可谓天马行空，在士官学校的教材上根本就找不到。因此，中央的军官们都将莱昂视为上不了台面的跳梁小丑。比起人类，莱昂更疼爱魔兽，而且他的言行举止十分粗暴，比起军官反而更像是“蛮族将领”。
在刚刚进入第四军团时，艾尔内斯对莱昂也有这样的印象。但在4年前镇压达尔马斯卡管区的叛乱时，他的想法被彻底改变了。莱昂的确说话难听，但却记得每一个部下的名字，也能明确地指出他们的缺点。在战场上，他常常不顾自身安危，身先士卒与敌军对峙。正如莱昂的口头禅“弱小的家伙才会死掉”一般，死在战场上的都是些实力不足的胆小鬼。他疼爱魔兽胜过人类，也是因为魔兽作为挡在士兵身前的盾牌，死亡率居高不下，所以他对待离死亡最近的魔兽们就像对待深爱的恋人一样呵护有加。意识到这些之后，艾尔内斯便把莱昂敬为老师，加入了魔兽大队。

以下内容摘自蒙法尔科内地方杂志«探索与发现»中有关艾尔内斯的专题报道。
记者：你似乎被第四军团的同伴们称为“忠犬”呢，你认为这是一种讽刺吗？
艾尔内斯：我认为他们是出于羡慕才这么叫的。
记者：为什么会这么想呢？
艾尔内斯：因为大部分人都只会阳奉阴违，装作一副服从上级命令的样子，其实内心多少有些不服。
记者：作为军人，服从命令是天职，但大家都是人，也会有不服的时候呢。
艾尔内斯：但我和他们不一样。我从心底崇拜莱昂大人，已经做好将一切奉献给他的准备了。别人想说就让他们说吧……对我而言，忠犬这个称呼就像我的勋章，别人这么叫我是我的荣幸……我感到非常自豪！

记者：莱昂阁下，您对隆古斯传令官的这番话怎么看？
莱昂：哎呀，我本来都不记得这号人了，要不是这番话我还想不起来呢。是那个像小狗一样的年轻人吧。我很喜欢那种精神头不错的家伙哦……那种人通常会死得很早呢。
记者：……
"
