key,0,1,2,3,4,5
#,,,,,,
int32,str,byte,uint32,uint32,uint16,uint16
0,"完成1次探索任务",1,1,0,50,0
1,"完成3种探索任务",1,3,0,75,1
2,"获得1次探索任务的金星奖励",1,1,0,75,2
3,"完成1次紧急探索任务",1,1,0,50,3
4,"完成1次机甲行动",1,1,0,100,4
5,"挑战1次宇宙好运道",1,1,0,50,5
6,"完成10次月球探索任务",2,10,1,300,6
7,"完成50次月球探索任务",2,50,1,450,7
8,"完成100次月球探索任务",2,100,1,900,8
9,"完成500次月球探索任务",2,500,1,1500,9
10,"完成10种月球探索任务",2,10,1,300,10
11,"完成50种月球探索任务",2,50,1,900,11
12,"完成100种月球探索任务",2,100,1,2400,12
13,"获得10种月球探索任务的金星奖励",2,10,1,300,13
14,"获得50种月球探索任务的金星奖励",2,50,1,900,14
15,"获得100种月球探索任务的金星奖励",2,100,1,2400,15
16,"完成1次月球的紧急探索任务",2,1,2,500,16
17,"完成10次月球的紧急探索任务",2,10,2,1000,17
18,"完成30次月球的紧急探索任务",2,30,2,3000,18
19,"以驾驶员身份参加并完成1次月球的机甲行动",2,1,1,1500,22
20,"以驾驶员身份参加并完成5次月球的机甲行动",2,5,1,3000,23
21,"以驾驶员身份参加并完成10次月球的机甲行动",2,10,1,4500,24
22,"以协助员身份参加并完成5次月球的机甲行动",2,5,1,300,25
23,"以协助员身份参加并完成20次月球的机甲行动",2,20,1,900,26
24,"以协助员身份参加并完成50次月球的机甲行动",2,50,1,2100,27
25,"完成刻木匠的3种月球D类探索任务",2,3,3,50,28
26,"完成刻木匠的4种月球C类探索任务",2,4,3,100,29
27,"获得刻木匠的3种月球B类探索任务的金星奖励",2,3,3,200,30
28,"完成锻铁匠的3种月球D类探索任务",2,3,7,50,31
29,"完成锻铁匠的4种月球C类探索任务",2,4,7,100,32
30,"获得锻铁匠的3种月球B类探索任务的金星奖励",2,3,7,200,33
31,"完成铸甲匠的3种月球D类探索任务",2,3,11,50,34
32,"完成铸甲匠的4种月球C类探索任务",2,4,11,100,35
33,"获得铸甲匠的3种月球B类探索任务的金星奖励",2,3,11,200,36
34,"完成雕金匠的3种月球D类探索任务",2,3,15,50,37
35,"完成雕金匠的4种月球C类探索任务",2,4,15,100,38
36,"获得雕金匠的3种月球B类探索任务的金星奖励",2,3,15,200,39
37,"完成制革匠的3种月球D类探索任务",2,3,19,50,40
38,"完成制革匠的4种月球C类探索任务",2,4,19,100,41
39,"获得制革匠的3种月球B类探索任务的金星奖励",2,3,19,200,42
