key,0
#,Text
int32,str
0,""
1,""
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
11,""
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,""
28,""
29,"多玛方城战是什么样的游戏"
30,"1. 简介"
31,"“多玛方城战”是由4名玩家进行对战的桌牌游戏。
多玛方城战的游戏规则源自日本麻将。
在接下来的条目中将会详细说明有关多玛方城战的基础知识与规则。

"
32,"2. 怎么玩"
33,"“多玛方城战”是由4人进行对战的游戏。玩家需要将14张多玛方城牌组合成特定牌型，以成功组合出牌型的速度与获得的点数决定胜负。

游戏开始时，每位玩家会分配到13张手牌。
游戏开始后，第一个轮到的玩家抓1张牌，然后打出1张自己不需要的牌。接下来，轮到这位玩家右手边的玩家进行同样的步骤，如此反复以推进游戏。

第一个用抓到的1张牌配合手中的13张牌组成特定牌型的玩家会赢得此局的胜利并获得点数。如此重复下去，在第8局结束时获得点数最多的玩家即为最终赢家，宣告游戏结束。

那么接下来，首先先看看牌型究竟是什么吧。"
34,"如上图所示，用14张牌组合成<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>4个3张1组的牌再加上1个2张相同牌1组的牌，即是方城战基础的牌型。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>关于3张1组牌的具体组合方式，则是会在别的条目中另行讲解。基本上牌型组合方式的难度越高，在赢得胜利后获得的点数也就会越多。

"
35,"3. 多玛方城牌的种类"
36,"多玛方城牌的牌可分成两个系统，
分别是刻着数字的“数牌”和刻着文字的“字牌”。

■刻着数字的数牌
数牌共有3种，分别是“万子”“筒子”“索子”，每种都刻有代表1到9的数字或图案。
"
37,"■刻着文字的字牌
字牌有2种，分为“风牌”（图中上面4个）与“三元牌”（图中下面3个）。
字牌与数牌不同，不存在类似123的顺序。"
38,"另外，多玛方城牌中每种牌都各有4张。上图所示的34种牌均各有4张，因此多玛方城牌的全部数量为136张。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>多玛方城战是4位玩家运用这136张牌，看谁能比其他玩家先一步（并尽可能地追求获得更高的点数）用14张手牌组出牌型的游戏。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

"
39,"4. 手牌的组建"
40,"■3张数字连续的牌组成顺子
数牌中每3张花色相同且数字相连的牌可以组成一组顺子，比如下图中的3张万子牌“2万、3万、4万”，3张筒子牌“4筒5筒6筒”，3张索子牌“7索8索9索”。
但是不同花色的牌是不能组成顺子的，比如下图中的“2万、3筒、4万”。另外像是“891”“912”这样带着循环的数字组合也无法组成顺子。"
41,"■3张同样的牌组成刻子
3张完全相同的牌可以组成一组刻子。
此种组合方式对“数牌”和“字牌”都适用。"
42,"多玛方城战的基础和牌牌型（可宣告胜利的牌型），就是由4组顺子或刻子，加1组雀头（一副对子，即2张相同的牌），共14张牌构成。（下图为示例）

※除此之外还有很多不同于上述基础格式的和牌牌型，可以等熟悉了基础后再进行深入了解。

"
43,"5. 游戏的进行方式"
44,"多玛方城战由4位玩家进行。首先为4位玩家每人分配13张手牌，然后游戏开始。
游戏开始后，作为庄家的玩家（自动抽选）将会新抓1张牌，然后从13+1张手牌中打出1张不需要的牌，以保持自己的手牌还是13张。接下来，轮到庄家右手边的玩家抓1张牌并打出不需要的1张牌，游戏将以这样的顺序重复进行下去。"
45,"当任意玩家“和牌”或是“流局（牌堆中所有牌都已抓完却仍没有人能和牌）”时，一局宣告结束。"
46,"下一局开始时，庄家的权利将转移到前庄家右手边的玩家身上。
这样随着游戏的进行，4位玩家轮流坐庄，当所有玩家坐完2次庄后游戏结束。此时拥有点数最多的玩家即为游戏的胜者。

"
47,"6. 和牌与点数"
48,"在游戏开始时每个玩家各持有25000点数。
玩家和牌后，会根据和牌的牌型从其他玩家手中获取点数。
不过，“用自己抓的牌和牌”和“用别人打出的牌和牌”时，获取点数的方式会略有不同。"
49,"■用自己抓的牌和牌
当玩家用自己抓的牌和牌时，赢得的点数会由另外3位玩家分摊支付。如果能在自己坐庄时和牌，赢得的点数将是1.5倍。不过自己坐庄时如果别人和了牌，那么支付给其他玩家的点数将变为2倍。"
50,"■用别人的舍牌和牌
舍牌为其他玩家打出的不需要的牌，如果你可以别人的舍牌组成和牌牌型，你可以宣告和牌。这种情况下点炮的玩家（打出的牌令别人和牌的玩家）将独立支付点数给和牌玩家。该情况下，和牌玩家坐庄时可获得1.5倍点数，点炮玩家坐庄时则不需要支付2倍点数，支付与非坐庄玩家相同的1倍点数即可。"
51,"由此可以看出，在多玛方城战中“庄家”非常重要，在和牌时获得1.5倍点数是一个巨大的优势。此外庄家和牌后可以连庄（维持着庄家的位置再打一局），是获得点数的绝佳机会。

"
52,"7. 和牌必须有役"
53,"多玛方城战是玩家互相争夺点数的游戏。有些牌型和牌时可以得到很多点数，有些牌型和牌时能得到的点数却很少。本条目主要来解说一下如何才能获得高点数。"
54,"就像德州扑克中有“顺子”“同花”“满堂红”这些牌型，通过组出这些牌型可以使手牌变得更大，多玛方城战也有着类似的概念。
在多玛方城战中，可获得分数的牌型被称为“役”，役的大小则使用单位“番”来表示。从很难组成的6番役到可以简单组成的1番役，有着多种多样的役可供玩家选择。"
55,"在和牌时，役的番数决定能够获得的分数。
基本上1番为1000点，番数累计后点数的增加状况如下。"
56,"　1番　1000点
　2番　2000点
　3番　3900点

　4番　8000点
　5番　8000点

　6番　12000点
　7番　12000点

　8番　16000点
　9番　16000点
　10番　16000点

　11番　24000点
　12番　24000点

　13番及以上　32000点"
57,"庄家和牌时获得的点数为1.5倍。除了“番”数之外还有“符”数等其他因素也会对点数造成影响，感兴趣的玩家可以另行了解。"
58,"如上所述，由于点数由役的番数决定，
所以多玛方城战中<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>必须有1番以上的役才能和牌。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
单纯组出4组顺子或刻子加1组雀头，但不符合任何役的话是无法和牌的。

"
59,"8. 役的组法1——基础牌型"
60,"多玛方城战中役的种类繁多，下面列出其中最基础的几种。"
61,"■断幺九
仅用数牌中2到8之间的牌组成的牌型。
其中不得含有字牌和数牌1、9。"
62,"■对对和
由雀头加四组刻子或杠子（四张相同的牌）组成的牌型。"
63,"■一气通贯
含有花色相同的“123、456、789”三个顺子。"
64,"■三色同顺
含有数字相同的三种花色的顺子。"
65,"■混一色
字牌与单一花色的数牌组成的牌型。"
66,"■清一色
单一花色的数牌组成的牌型。"
67,"除上述以外还有很多不同的役，详情请参见官方网站。

"
68,"9. 役的组法2——立直"
69,"有一种非常方便的役名叫立直，请铭记在心。"
70,"本图的13张手牌中，还差3筒或者是6筒就能和牌。
在这种即将和牌的状态下，玩家可以选择宣告立直。"
71,"满足条件后，在准备打出不需要的牌时会出现立直的选择项，请选择立直后再打牌吧。之后当场上任意一名玩家打出3筒或者6筒时即可和牌，当然自己抓到了3筒或6筒时也可和牌。
在立直状态下玩家无法用抓到的牌替换现有的手牌，直到和牌为止都会自动打出抓到的新牌。作为回报在和牌时将必定计算立直的番数，即使不知道其他的役该怎么组也能够宣告和牌。"
72,"■立直的特点
　1.　宣告立直后役自动成立。
　2.　宣告立直会导致其他玩家知晓你仅差1张牌即可和牌。
　3.　宣告立直后无法用新抓到的牌替换现有手牌。
　4.　宣告立直需要消耗1000点数。
　　　（此局和牌的玩家领取该1000点数）

"
73,"10. 役的组法3——役牌"
74,"另一种轻松组成役的方法，便是利用特定字牌的刻子或杠子（役牌）来组成役。"
75,"如图所示，上面这3种字牌又称三元牌，只要凑出其中任意1种的刻子或杠子，即可被视为役。"
76,"上图中的4种牌又称风牌，分别表示东南西北4个方位。这些牌组成的刻子或杠子也可以被视为役，但需要满足几项条件。"
77,"■与局相关的条件（场风牌）
一次多玛方城战由8局构成，
每个玩家轮坐第1次庄的这前4局被称为“东场”，此时风牌“东”被视为场风牌，东组成的刻子或杠子被视为役。每个玩家轮坐第2次庄的这后4局被称为“南场”，此时风牌“南”被视为场风牌，南组成的刻子或杠子被视为役。"
78,"■与座位相关的条件（自风牌）
多玛方城战中会根据庄家的所在位置决定其他玩家所代表的方位。

　庄家=东
　庄家的右手边=南
　庄家的对面=西
　庄家的左手边=北

像这样以庄家为起点按逆时针方向将“东南西北”四个方位分配给玩家。此时代表自己方位的牌被称为自风牌，凑齐自风牌组成的刻子或杠子，即可被视为役。
自风最大的特点就是每次庄家换人时各个玩家所代表的方位都会跟着改变。通过游戏画面可以确认现在自己代表的方位，请有效运用。"
79,"11. 碰与吃"
80,"多玛方城战的流程是手牌13张，抓1张牌，弃1张不要的牌，然后不断重复。只不过有时光靠这样很难凑齐自己想要的牌，因此如果其他玩家打出的牌中有自己想要的牌时，可以通过“碰”或“吃”将那张牌据为己有。"
81,"■碰
自己的手牌中有2张同样的牌，当任意玩家打出这张牌时，画面上会出现“碰”的选择项。选择碰之后即可获得别人打出的那张牌，将手上的对子变成刻子，然后打出1张不要的牌。"
82,"■吃
这种方法只能用于自己左手边玩家刚打出的牌，当该玩家打出的牌能够与自己的手牌凑成1组顺子时，在画面中会表示出“吃”的选择项。选择吃之后可以将那张牌据为己有，将手上的牌变为顺子，然后弃1张不要的牌。"
83,"虽然“碰”与“吃”都能积极有效地凑齐自己想要的牌并快速地组成和牌的牌型，但却有以下的缺点。"
84,"■“碰”与“吃”的缺点1
通过“碰”与“吃”组成的刻子、顺子与手牌不同，会被放到一边处于可被其他玩家看到的状态。这种状态的牌将无法作为手牌使用，当抓到更好的牌时也无法与其进行替换。"
85,"■“碰”与“吃”的缺点2
一旦进行过“碰”或是“吃”后将无法进行立直。
也就是说进行过“碰”或是“吃”后必须组出立直以外的役才能和牌。另外，还有一些会因为“碰”“吃”而无法成立或番数减少的役存在。"
86,"12. 名为宝牌的奖励要素"
