key,0,1
23,"TEXT_GAIUSE105_01179_SEQ_23","空"
24,"TEXT_GAIUSE105_01179_TODO_00","和芙·拉敏对话"
25,"TEXT_GAIUSE105_01179_TODO_01","将<Sheet(EventItem,2001074,0)/>交给雕金匠行会的梅梅德斯"
26,"TEXT_GAIUSE105_01179_TODO_02","前往南萨纳兰的挖掘场和奥迪内尔对话"
27,"TEXT_GAIUSE105_01179_TODO_03","将<Sheet(EventItem,2001075,0)/>交给雕金匠行会的梅梅德斯"
28,"TEXT_GAIUSE105_01179_TODO_04","将<Sheet(EventItem,2001076,0)/>交给沙之家的芙·拉敏"
29,"TEXT_GAIUSE105_01179_TODO_05","向敏菲利亚报告"
30,"TEXT_GAIUSE105_01179_TODO_06","空"
31,"TEXT_GAIUSE105_01179_TODO_07","空"
32,"TEXT_GAIUSE105_01179_TODO_08","空"
33,"TEXT_GAIUSE105_01179_TODO_09","空"
34,"TEXT_GAIUSE105_01179_TODO_10","空"
35,"TEXT_GAIUSE105_01179_TODO_11","空"
36,"TEXT_GAIUSE105_01179_TODO_12","空"
37,"TEXT_GAIUSE105_01179_TODO_13","空"
38,"TEXT_GAIUSE105_01179_TODO_14","空"
39,"TEXT_GAIUSE105_01179_TODO_15","空"
40,"TEXT_GAIUSE105_01179_TODO_16","空"
41,"TEXT_GAIUSE105_01179_TODO_17","空"
42,"TEXT_GAIUSE105_01179_TODO_18","空"
43,"TEXT_GAIUSE105_01179_TODO_19","空"
44,"TEXT_GAIUSE105_01179_TODO_20","空"
45,"TEXT_GAIUSE105_01179_TODO_21","空"
46,"TEXT_GAIUSE105_01179_TODO_22","空"
47,"TEXT_GAIUSE105_01179_TODO_23","空"
48,"TEXT_GAIUSE105_01179_MINFILIA_000_000","决定要迁移本部之后，
眼前要做的事情堆积如山啊……"
49,"TEXT_GAIUSE105_01179_MINFILIA_000_001","阿尔菲诺提议的迁移地点，
摩杜纳的丧灵钟……"
50,"TEXT_GAIUSE105_01179_MINFILIA_000_002","从那里往西，有一个废弃营地，这你知道吗？
那里是因为第七灵灾而废弃的，
之前是一个名为丧灵钟营地的据点。"
51,"TEXT_GAIUSE105_01179_MINFILIA_000_003","而现在的丧灵钟，
为了重新恢复作为营地的机能，
在以冒险者行会为主体逐步进行重建。"
52,"TEXT_GAIUSE105_01179_MINFILIA_000_004","……如果要迁移到丧灵钟，
必须要和他们建立协助体系。
看来得先和冒险者行会总部谈一谈。"
53,"TEXT_GAIUSE105_01179_ALPHINAUD_000_005","我早就想到了，所以做了安排。"
54,"TEXT_GAIUSE105_01179_MINFILIA_000_006","你动作还是那么快啊。"
55,"TEXT_GAIUSE105_01179_ALPHINAUD_000_007","因为我知道你一定会同意的。
要谈的话，还是越早越好吧？"
56,"TEXT_GAIUSE105_01179_ADVEMISSARY_000_008","事情我已经从阿尔菲诺阁下那里听说了。"
57,"TEXT_GAIUSE105_01179_ADVEMISSARY_000_009","为了能够共同让丧灵钟发展得更好，
希望这会是一次愉快的谈话。"
58,"TEXT_GAIUSE105_01179_ALPHINAUD_000_010","冒险者行会那边就由我去处理吧。
敏菲利亚，其他事情就拜托给你了。"
59,"TEXT_GAIUSE105_01179_MINFILIA_000_011","我知道了。"
60,"TEXT_GAIUSE105_01179_ADVEMISSARY_000_012","你就是<Highlight>ObjectParameter(1)</Highlight>吗？
……嗯，果然英气逼人。"
61,"TEXT_GAIUSE105_01179_ADVEMISSARY_000_013","在丧灵钟负责统筹冒险者行会事宜的斯拉佛伯恩提到过你的事情。"
62,"TEXT_GAIUSE105_01179_ADVEMISSARY_000_014","今后让我们一起建设丧灵钟吧。
请多多指教！"
63,"TEXT_GAIUSE105_01179_MINFILIA_000_015","好了，虽然要做的事情有很多，
但也得一件一件处理！"
64,"TEXT_GAIUSE105_01179_MINFILIA_000_016","在我们准备的这段时间里，我想要拜托你一件事情。
……这是我个人的请求，我希望你以朋友的身份去完成， 
而不是以你光之战士的身份。"
65,"TEXT_GAIUSE105_01179_MINFILIA_000_017","拉敏好像在烦恼些什么……"
66,"TEXT_GAIUSE105_01179_MINFILIA_000_018","她可能是不想让我担心，
所以不告诉我……
但我毕竟是她的女儿，我能看出来她在烦恼着。"
67,"TEXT_GAIUSE105_01179_MINFILIA_000_019","拉敏很器重你。
所以如果是你的话，或许可以让她敞开心扉。
……你能去问问她出什么事了吗？"
68,"TEXT_GAIUSE105_01179_MINFILIA_000_020","谢谢……
那我母亲就拜托你了。"
69,"TEXT_GAIUSE105_01179_FLHAMINN_000_030","……敏菲利亚竟然说了那些话？
呵呵，孩子真是在不知不觉间就长大了啊。
那个小小的阿希莉亚竟然变得这么成熟了……"
70,"TEXT_GAIUSE105_01179_FLHAMINN_000_031","善良的冒险者，我真的可以拜托你吗？
其实是这样的……我的耳饰坏掉了，那对我来说很重要。"
71,"TEXT_GAIUSE105_01179_FLHAMINN_000_032","你能将这个耳饰带到乌尔达哈的雕金匠行会，
委托他们修理吗？
因为我没办法去那里……"
72,"TEXT_GAIUSE105_01179_FLHAMINN_000_040","我知道，
这应该由我自己拿到雕金匠行会去。
虽然我知道……"
73,"TEXT_GAIUSE105_01179_FLHAMINN_000_041","但是，我还是不要回到那里比较好。"
74,"TEXT_GAIUSE105_01179_MEMEDESU_000_050","……你想要委托我修理耳饰？
那你先把东西拿给我看一下吧。"
75,"TEXT_GAIUSE105_01179_MEMEDESU_000_051","这、这耳饰莫非是……
啊呀，这精美的雕琢，细致的做工，
最绝妙的是，用大胆的创意将这小小的猫眼石雕刻得绝美纤细！"
76,"TEXT_GAIUSE105_01179_MEMEDESU_000_052","不会错的！
这出自绝世的天才雕金匠涅尔弗雷纳的手法，
这是他送给他恋人的“芙·拉敏的歌声”！"
77,"TEXT_GAIUSE105_01179_MEMEDESU_000_053","竟、竟然委托我修理这么贵重的物品……
呜啊啊啊，我手开始颤抖了！"
78,"TEXT_GAIUSE105_01179_MEMEDESU_000_054","……我想多花些时间修理这东西。
虽然说成交换也不合适，
不过你能去挖掘场帮我把矿石取回来吗？"
79,"TEXT_GAIUSE105_01179_MEMEDESU_000_055","我和挖掘场那边一直有来往，
他们会把掺杂在出土遗物中的矿石便宜卖给我……
但现在我顾不上那些事情，因为我想专心修理这东西！"
80,"TEXT_GAIUSE105_01179_MEMEDESU_000_056","挖掘场在南萨纳兰。
我都和那边打好招呼了，
你从一个叫奥迪内尔的家伙那里拿矿石就行。"
81,"TEXT_GAIUSE105_01179_MEMEDESU_000_058","冷静点，我要冷静点……
我只要竭尽全力把力所能及的事情做好就行了……"
82,"TEXT_GAIUSE105_01179_ODINEL_000_060","……哎呀，你是帮梅梅德斯跑腿的？
那真是辛苦你了。"
83,"TEXT_GAIUSE105_01179_ODINEL_000_061","不过话说回来，梅梅德斯竟然没有亲自来看矿石，
真是有点稀罕呢。
那个人对自己在工作上使用的矿石很讲究的。"
84,"TEXT_GAIUSE105_01179_ODINEL_000_062","总之，就是这些矿石，
来，你拿好。"
85,"TEXT_GAIUSE105_01179_MEMEDESU_000_070","哦、哦，我这边已经完成了。
你那边怎么样？"
86,"TEXT_GAIUSE105_01179_MEMEDESU_000_071","……这的确是之前说好的东西，谢谢了。
嘿嘿嘿，如果有了这个……没、没什么！
给、给你，这是修好的耳饰。"
87,"TEXT_GAIUSE105_01179_MEMEDESU_000_072","那、那那那、那东西的簧片断了，
我把那部分换了个新的……之后，就稍微打磨了一下。
我、我觉得自己做得还算不错……嗯。"
88,"TEXT_GAIUSE105_01179_MEMEDESU_000_073","竟然能够让我修理这么贵重的东西，真是好光荣啊！
当然，这次不要钱的！
你要替我向这东西的主人道谢啊！"
89,"TEXT_GAIUSE105_01179_FLHAMINN_000_080","那个耳饰是我祈祷的象征。
所以，我不想让它这样坏下去。"
90,"TEXT_GAIUSE105_01179_FLHAMINN_000_081","哎呀，谢谢……
竟然修复得这么好。"
91,"TEXT_GAIUSE105_01179_FLHAMINN_000_082","这耳坠是我以前所爱的……
不，是我至今仍然爱着的人，做给我的。
……他现在依然沉睡着。"
92,"TEXT_GAIUSE105_01179_FLHAMINN_000_083","和阿希莉亚再会之后，现在的我所能做的，
就是不停地祈祷，让他的灵魂能够到达札尔神座前……"
93,"TEXT_GAIUSE105_01179_FLHAMINN_000_084","另外还有，帮助以拯救艾欧泽亚为使命的“拂晓血盟”，
让他们能够继续活跃下去。"
94,"TEXT_GAIUSE105_01179_FLHAMINN_000_085","我听说，不管是对于“拂晓”，还是阿希莉亚，
你都是无可替代的。
今后也请你继续协助她和“拂晓”。"
95,"TEXT_GAIUSE105_01179_FLHAMINN_000_086","也得感谢阿希莉亚呢！
你去向她报告吧，她一定很担心吧。"
96,"TEXT_GAIUSE105_01179_MINFILIA_000_090","谢谢你，<Highlight>ObjectParameter(1)</Highlight>。
你解决了拉敏的烦恼啊。
看到她重新露出笑容，我也好开心。"
97,"TEXT_GAIUSE105_01179_ALPHINAUD_000_091","<Highlight>ObjectParameter(1)</Highlight>也在啊，那正好。"
98,"TEXT_GAIUSE105_01179_ALPHINAUD_000_092","敏菲利亚，我和冒险者行会谈妥了。"
99,"TEXT_GAIUSE105_01179_MINFILIA_000_093","他们怎么说？"
100,"TEXT_GAIUSE105_01179_ALPHINAUD_000_094","冒险者行会同意全面协助我们。
相应的，我们也会参与他们推行的丧灵钟的扩张建设。"
101,"TEXT_GAIUSE105_01179_ALPHINAUD_000_095","我们将在摩杜纳的丧灵钟，
建立我们的新本部——“石之家”。"
102,"TEXT_GAIUSE105_01179_YSHTOLA_000_096","这样一来，敏菲利亚的烦恼也可以解决了。
……虽然看不到塔塔露气嘟嘟的脸有些可惜。"
103,"TEXT_GAIUSE105_01179_THANCRED_000_097","从沙变成石……么。
细想的话，其中蕴含的意味颇深啊。"
104,"TEXT_GAIUSE105_01179_MINFILIA_000_098","我这里也有要报告的事情。
刚刚我接到乌尔达哈的联络，
这样一来，我们得到了三城邦的同意。"
105,"TEXT_GAIUSE105_01179_MINFILIA_000_099","我们“拂晓血盟”正式作为独立的中立组织，
再次开始活动。"
106,"TEXT_GAIUSE105_01179_ALPHINAUD_000_100","那是真的吗？"
107,"TEXT_GAIUSE105_01179_MINFILIA_000_101","是的，
只存在于形式上的秘密组织“拂晓”已经是过去式了。"
108,"TEXT_GAIUSE105_01179_MINFILIA_000_102","今后，我们就是被公众承认的组织“拂晓血盟”。"
109,"TEXT_GAIUSE105_01179_PAPALYMO_000_103","也就是说，我们并不是“救世诗盟”和“十二迹调查会”的延续，
而是一个新的组织，“拂晓”啊。"
110,"TEXT_GAIUSE105_01179_YDA_000_104","那就是说，我们的行动得到认可了吧！"
111,"TEXT_GAIUSE105_01179_MINFILIA_000_105","没错，我们得到了前所未有的信赖。"
112,"TEXT_GAIUSE105_01179_MINFILIA_000_106","这其中有很大一部分原因，
都要归功于你之前与蛮神、帝国战斗时创下的功绩。"
113,"TEXT_GAIUSE105_01179_MINFILIA_000_107","好了，接下来可是真的会很忙了。
让我们一起加油吧！"
114,"TEXT_GAIUSE105_01179_TATARU_000_108","丧灵钟是有很多岩石的地方。
……看来要学习一些采矿工方面的技能了啊。"
